Text,Date,Cheerfullness,Negativity,Anger,Analytical,Confident,Tentative,Openness,Conscientiousness,Agreeableness,Sent. Type,Sent. Score
Thanks Barack Obama for visiting. IBM Design is creating 100 of those Austin jobs in 2013 alone... and more to come.,5/9/13 18:05,0.022758621,0.022758621,0,0.01137931,0,0,-0.026190476,-0.012380952,0.044285714,0.546493,positive
"Flydown Friday IBM Design  Candidates from RISD, Brown, Michigan & NC State. Great to be able to visit with you all!",5/10/13 17:08,0,0,0,0,0.035714286,0,-0.013,-0.0005,0.0415,0.570467,positive
"yes, sorryâ€_ swamped with our launch activities. Back the week after Mem. Day though.",5/10/13 21:51,0.011785714,0,0,0,0,0,-0.01,0.005625,0.03375,0,neutral
Amazing  Clever map on each state's highest paid public employee: your tax dollars at work.,5/11/13 1:29,0.034736842,0,0,0,0,0,-0.117333333,0.021333333,0.081333333,0.723034,positive
"Anything that recalls Ren & Stimpy, I'm in  Netflix US  Uh oh. Looks like someone leaked the algorithm.",5/11/13 6:25,0.0264,0,0,0.0132,0,0.0396,-0.168235294,-0.029411765,0.12,-0.537943,negative
"Damn. Rode all the way out here & the cinema is closed (down). Bertram, Texas. Armadillo 100...",5/11/13 14:21,0,0.0103125,0.0625,0.0103125,0.03125,0,-0.00375,-0.036875,0.028125,-0.513457,negative
50 down 50 to go. Balcones Wilderness Preserve. Armadillo 100.,5/11/13 14:57,0,0,0,0,0,0,-0.05,0,0.074,-0.582055,negative
"Oatmeal, Texas. Armadillo 100. 40 to go.",5/11/13 15:30,0,0,0,0,0,0,-0.052857143,0,0.051428571,0.245969,positive
Alvaro Soto well... Maybe I'll LOOK better... #shutuplegs!,5/11/13 20:38,0.0275,0,0,0,0,0.0275,-0.1375,-0.0075,0.0575,0.377656,positive
Elvis!,5/11/13 23:22,0,0,0,0,0,0,0,0,0,0.480992,positive
Designcamp IBM Design Worldwide selection of folks. Welcome to this week's Geddes class! Great to have you.,5/13/13 13:34,0.01137931,0,0,0,0,0,-0.069411765,-0.001176471,0.077647059,0.648558,positive
Alright Talking Turkey you got me. Londoners & anglophiles ante up! Great community space near my old flat in Islington,5/15/13 12:08,0,0,0,0,0,0,-0.126842105,-0.006842105,0.099473684,0.389546,positive
is the teepee available Monday may 20?,5/16/13 14:54,0,0.0275,0,0.0275,0,0,-0.125,-0.025625,0.085,0,neutral
Emily Millette thanks!,5/16/13 15:00,0.047142857,0,0,0,0,0,-0.09,0,0.06,0.847721,positive
New & Improved! Check it out,5/17/13 19:00,0.050769231,0,0,0.025384615,0,0,-0.128,0.018,0.122,0.611897,positive
Quote stomach bug close quote  Kate Gilbert  Gold star for the weekend to Kevin Holland for helping me out when a stomach bug attacked...,5/20/13 3:36,0,0,0,0.011785714,0,0,-0.013333333,0.008333333,0.04625,-0.753186,negative
Tweet O' The Day:   !!!,5/20/13 3:39,0,0,0,0,0,0,-0.005,0.045,0.03,0.624514,positive
"except you have to be really quiet  Clay  Authentic, adventurous menu. Delicious food. Service good and friendly. Love",5/22/13 23:51,0.067941176,0,0,0.009705882,0,0,-0.122222222,0,0.107222222,0.723529,positive
Misspelled? Who cares??? That is a badass tat!,5/23/13 0:32,0.04125,0,0,0.020625,0,0,-0.08,-0.00875,0.05625,-0.57507,negative
Kate Gilbert so you're saying Jess never took you to Tao? OK well then here's the Dish: she kept stealing your chips while you weren't looking!,5/29/13 0:24,0,0,0,0,0,0,-0.213846154,-0.018846154,0.137692308,-0.481128,negative
Mary Meeker's annual tech trends update still the only perennial must-read other than Warren Buffett's letter to s/h.,5/30/13 3:02,0,0,0,0.018857143,0,0,-0.100869565,0.019130435,0.107826087,0,neutral
. leadership prepping next week'sIBM Designcamp. Everyone thankful for our new full-time faculty!,5/30/13 21:01,0.033,0,0,0,0,0,-0.178333333,0.0225,0.143333333,0.850306,positive
Jessica Gilbert wow. That dude loves his coffee but has a limited vocabulary.,5/31/13 22:53,0.031428571,0,0,0.031428571,0,0.015714286,-0.106153846,-0.044615385,0.067692308,0.252558,positive
"White House takes aim at patent trollsâ€_ Electronic Freedom Foundation article: ""The news here is good."" Indeed.",6/4/13 18:54,0.0396,0,0,0.0132,0.04,0,-0.075294118,-0.01,0.071764706,0.401775,positive
Every sentence of Tufte's is money  Co.Design  Watch: A Superb Introduction To The Wide World Of Infographics,6/4/13 19:25,0,0,0,0,0,0,0.029444444,0.004444444,0.007777778,0.897278,positive
"RIP Vollis Simpson, true American visionary artist. His creations are a sight to see; joy & perspective in N Carolina",6/6/13 13:11,0.036666667,0,0,0.012222222,0,0,-0.064736842,-0.016842105,0.070526316,0.0648134,positive
"""Tie your ego to the final product, not to the process of getting there."" - Cap Watkins, Etsy.",6/6/13 20:05,0,0.012222222,0.052631579,0.036666667,0,0,-0.064736842,-0.089473684,-0.005263158,0,neutral
Austin Studio for IBM Design  Planning finished... Construction begins!,6/6/13 21:29,0,0,0,0.025384615,0,0,-0.075555556,0.007777778,0.026666667,0.298605,positive
Samuel Jackson doing Bryan Cranston doing Heisenberg... One word: Suh-weet.,6/7/13 11:54,0,0,0,0.031935484,0,0.010645161,-0.063913043,-0.023043478,0.026521739,0,neutral
"1 of 2  David M. Drucker  ""You can't have 100% security & also then have 100% privacy."" -",6/7/13 16:38,0,0,0,0,0,0,-0.109375,0.005,0.09125,-0.479578,negative
2 of 2: and therefore we can't talk about abuses of our liberties without also talking about changing our tolerance of risk in daily life.,6/7/13 16:38,0,0,0.04,0,0,0,-0.0972,-0.0616,0.0992,-0.754926,negative
agreed; it all needs more transparency  Chad Walters To have the conversation we have to know about privacy they are taking away from us,6/9/13 16:50,0,0.012222222,0.052631579,0.036666667,0,0,-0.064736842,-0.089473684,-0.005263158,0,neutral
"The lasting legacy of iOS7 will be the elevation of a common, rich information architecture across OS & App UX.",6/11/13 21:24,0.014347826,0,0,0,0,0,0.038421053,0.014210526,0.012105263,0.730325,positive
America's 50 worst charities based on % payouts to contributions,6/13/13 15:00,0,0,0,0,0,0,0,0.01,0.042222222,-0.75749,negative
And common sense prevailsâ€_ Unanimous opinion says human genes cannot be patented,6/13/13 15:41,0,0.019411765,0,0.038823529,0,0,-0.026923077,-0.039230769,-0.004615385,0,neutral
Talking Turkey indeed,6/13/13 15:42,0,0,0,0,0.142857143,0,-0.146666667,-0.136666667,0.043333333,-0.473262,negative
"Give 10 minutes to this epic Apple video. Consider the age we are living in, and, hopefully, contributing to.",6/13/13 18:54,0.024444444,0,0,0,0,0.012222222,-0.091578947,0.004736842,0.131052632,0.636758,positive
Thanks... User-centric means developers too :)  Talking Turkey  IBM API Manager 2.0 [...] screen is simplicity itself.,6/14/13 18:46,0.0165,0,0,0.0165,0,0,-0.06625,-0.020625,0.044375,0.917897,positive
We're just getting started!  Carlos Cardenas  Talking Turkey Phil Gilbert  now Iâ€™m really impressed.,6/14/13 18:47,0.03,0,0,0,0,0.015,-0.204285714,0.001428571,0.117142857,0.478054,positive
"Music in Istanbul Is Intermission for a Protest, via The New York Times",6/15/13 13:12,0,0.019411765,0,0,0,0,-0.003076923,0.005384615,0.038461538,-0.625742,negative
En Route to Enchanted Rock State Park.,6/16/13 15:39,0,0,0,0,0,0,0.024285714,0,0,0.409672,positive
Our IBM Design Interns for the summer. Bringing great UX to IBM in ATX... & enjoying great BBQ as well...,6/17/13 17:38,0.024444444,0,0,0,0,0,-0.032105263,0.009473684,0.074210526,0.760753,positive
"""The Springsteen of the nerds"" Bill Nye, via The New York Times",6/18/13 7:24,0,0,0,0,0,0,0.0275,0.0375,0.02,0.632734,positive
"Miles on Continental: 2.5 million. ""Extra legroom"" seat: $75. Seating group: last. Thanks United",6/18/13 19:07,0.012222222,0,0,0,0,0,-0.076666667,0.012,0.086666667,0.669359,positive
"Africa doubles, India overtakes China & moreâ€_  Bill Gates  ...world's population changed 1950-2050 The Economist",6/22/13 14:18,0,0,0,0.018333333,0,0,-0.023571429,0.024285714,0.047142857,0,neutral
The rise of animation & typography in modern App design: iOS 7,6/22/13 21:33,0,0,0,0,0,0,0.051818182,0.008181818,0.026363636,0.506451,positive
"Africa rising, and IBM's long view in helping build that economic infrastructure",6/23/13 12:01,0,0,0,0.020625,0,0,0.01,-0.021666667,0.028333333,0.446496,positive
"Phil Gilbert, Jr. I'm sure you've seen this, but just in case.",6/23/13 12:33,0,0,0,0,0,0,0.006666667,0,0.028888889,0,neutral
"""... a portrait of an artist at work, hiding in plain sight.""",6/26/13 13:00,0.043043478,0,0,0.014347826,0,0,-0.107368421,0.002105263,0.076315789,0,neutral
"Beautiful: ""Thereâ€™s a tremendous power in using the least amount of information to get a point across."" - Rick Rubin",6/28/13 16:49,0.012222222,0,0,0.012222222,0,0,0.030526316,0.013157895,0.035789474,0.593712,positive
There are certain signs that just have to be handmade when 60 people start on a single day. Even at IBM.,6/28/13 19:25,0.031428571,0,0,0,0,0.015714286,-0.14,-0.006923077,0.105384615,0,neutral
New beginnings. 60 great new design graduates begin their careers today IBM DesignIBM Designcamp. Welcome!,7/1/13 13:39,0.012222222,0,0,0,0,0,-0.166,0.022666667,0.094,0.693969,positive
. design takes bronze at IDSA Int'l Design Excellence Awardsâ€_,7/1/13 15:40,0.101538462,0,0,0,0,0,-0.083333333,0.066666667,0.088888889,0.537133,positive
And this is what software's next great 60 designers look likeâ€_ all beginning today IBM Design #ATX,7/1/13 16:22,0.031428571,0,0,0,0.047619048,0.015714286,-0.121764706,-0.01,0.079411765,0.808356,positive
"Jenga level 32, powered by Ardbeg and concentration. Phil Gilbert, Jr. makes a pro move.",7/4/13 5:01,0.014347826,0,0,0.014347826,0,0,-0.040666667,0.008,0.051333333,0.324392,positive
An awesome new class of designers... Are you ready to redesign IBM?IBM Designcamp,7/8/13 13:56,0.055,0,0,0,0,0,-0.070714286,0.024285714,0.072857143,0.556422,positive
Celebrating Fahad Vader's birthday.  Happy 37th!IBM Designcamp,7/9/13 20:47,0.04125,0,0,0,0,0,-0.075,0.0175,0.07,0.470125,positive
macadamian thanks!,7/13/13 15:03,0.055,0,0,0,0,0,-0.135,0,0.09,0.806269,positive
"Chris yes, among other great tools.",7/13/13 15:04,0,0,0,0,0,0,0.01,-0.015,0.056666667,0.713617,positive
Why shouldn't Froome be time penalized for taking on food illegally? #TDFQuestion,7/14/13 14:21,0,0,0,0,0,0,-0.065833333,-0.038333333,0.035,-0.807811,negative
Great to visit with IBM SVP Diane Gherson atIBM Designcamp.,7/23/13 18:32,0,0,0,0,0,0,0.023,0,0.032,0.54728,positive
Inside story of HCR & our groundbreaking LA Arts District HQ...,7/25/13 2:46,0,0,0,0,0,0,-0.055,0,0.081,0.45392,positive
Only in Austin! Redd Volkaert busking at Bergstrom.,7/25/13 17:33,0,0,0,0,0,0,0.05625,0,0.0225,0.0507242,positive
now if only we had that ibm design background optimized for iPhone/iPad aspects...,7/26/13 13:29,0.036666667,0,0,0.018333333,0,0,-0.092857143,-0.010714286,0.085714286,0.489946,positive
"Dylan on Bloomfield: ""he was just the best guitar player I ever heard."" And other Chicago stories...",7/27/13 12:37,0.0264,0,0,0,0,0.0132,-0.112941176,0.002941176,0.112941176,0.347309,positive
"Didn't see this one coming.  Too soon, too soon.  Clay  RIP JJ",7/27/13 19:25,0,0,0,0,0,0,-0.07,-0.016666667,0.09,-0.732439,negative
sounds like you survived  you're welcome for the referral... I love visiting you whenever I'm back in OKC.,7/28/13 2:48,0.063461538,0,0,0,0,0.012692308,-0.291666667,-0.015555556,0.178888889,0.722913,positive
Damn. I wish I had those braids. Shawn Sprockett  Phil Gilbert,7/28/13 2:53,0,0.014347826,0.090909091,0,0,0,-0.160909091,-0.068181818,-0.01,-0.476128,negative
. is doing a good job supervising!  Stella Xu  Oh I love my team <3IBM Designcamp #latenightworkclub,8/1/13 11:13,0.04125,0,0,0,0,0,-0.165625,0.01125,0.090625,0.467187,positive
Another pearl from Charlie Munger...,8/2/13 3:18,0,0,0,0,0,0,0.034,0,0,-0.253816,negative
"Holy Toledo, it's #FlydownFriday IBM Design again! Winter 2014 candidates: a pleasure to meet you today.",8/3/13 0:52,0.01375,0,0,0,0,0,-0.13,0.0225,0.08,0.644427,positive
Good crew mellowjohnnys today. Time to ride!,8/3/13 13:33,0.022,0,0,0,0,0,-0.1,0.025714286,0.06,0.459816,positive
"Seriously, Stanford d.school   quarters?",8/7/13 16:21,0,0.036666667,0,0,0,0,-0.04,-0.036,-0.03,-0.242508,negative
Scott Francis how could it be worse? Do they require dollar coins?,8/7/13 17:00,0,0.0165,0,0.0165,0,0.0165,-0.1275,-0.063333333,0.001666667,-0.709477,negative
"Talking design, scale, culture, recruiting Stanford d.school  then met students building ""GPS for campus life."" Nice.",8/7/13 21:17,0.0132,0,0,0,0,0,-0.055882353,-0.007647059,0.038823529,0.420029,positive
Craig Moser yes. Doing a lot of work w d.School and IDEO.,8/9/13 16:15,0,0,0.058823529,0,0,0,-0.102941176,-0.041764706,0.030588235,0,neutral
Well. We'll see...,8/11/13 1:36,0,0,0,0.03,0,0,-0.38,-0.07,0.246666667,0.48452,positive
"Fighting the wind, but the views are great. Thanks to Scott & the gang West Maui Cycles",8/12/13 2:29,0.01375,0.01375,0.0625,0.01375,0,0,-0.04125,-0.031875,0.018125,0.736498,positive
"Great to see Jan Booch &  for dinner & Maui sunset. Mahalo, Jan & Grady.",8/13/13 5:23,0,0,0,0.0165,0,0,-0.021666667,-0.0175,0.015,0.53276,positive
Scott Francis thx for the suggestions... Aima is in our hotel... Going to check out MFB today.,8/13/13 15:38,0,0,0,0.015714286,0,0,-0.047058824,0.001176471,0.074705882,0.495158,positive
"Seriously, this is NOT a waterpark.",8/14/13 1:28,0,0.033,0,0,0,0,-0.016666667,-0.043333333,0.005,-0.446354,negative
Not just any ol' swagâ€_ Cool Pops!  Amanda Savitzky  Corporate swag IBMIBM Designcamp #treats,8/19/13 20:25,0,0,0,0,0,0.036666667,-0.009285714,-0.026428571,0,0.276732,positive
"Pure joy: Pink Robots at the Gate, via The New York Times (and watch the video!)",8/22/13 13:20,0.033,0,0,0,0,0,-0.01375,0.021875,0.06125,0.766437,positive
"Another great #FF (Flydown Friday) IBM Design  now hiring for Winter '14! Wow, great to meet you all...",8/23/13 22:58,0,0,0,0,0.045454545,0,-0.072777778,0.009444444,0.055,0.739185,positive
"And that's just the 5,000 or so behind me... Hotter 'n Hell 100 begins... #hhh",8/24/13 11:40,0,0.0165,0,0.033,0,0.033,-0.071875,-0.04125,0.02875,-0.548455,negative
"And then the 5,000 in front #hhh",8/24/13 11:45,0.012692308,0,0,0.012692308,0.038461538,0,-0.098333333,-0.002222222,0.077222222,0,neutral
45 down. No use for this. Yet...,8/24/13 15:28,0,0,0,0,0,0,-0.02,-0.024285714,0.08,-0.44982,negative
Ok. Hot now. 25 clicks to go. #HHH,8/24/13 15:30,0.0165,0,0,0,0,0,-0.11125,0,0.06875,-0.415627,negative
Fini!,8/24/13 16:20,0,0,0,0,0,0,0,0,0,0.393847,positive
Who knew a pickle could taste so good? 60 down and only 84 degrees. #hhh,8/25/13 15:44,0.012222222,0,0,0.012222222,0,0,-0.074666667,-0.024,0.078,-0.0514989,negative
And the Labor Day weekend begins IBM Design  albeit a small subset.,8/30/13 23:32,0,0,0,0,0,0,-0.062,-0.021333333,0.046666667,0,neutral
"Fahad's Meatbars Juan Pelota  Bison, anyone?",8/31/13 16:09,0,0,0,0,0,0,-0.14625,0,0.12875,0,neutral
"Finally, a mature approach to mixing.  Phil Gilbert, Jr.  New nine inch nails album is really quite good. Also, this:",8/31/13 17:03,0.0103125,0,0,0,0,0.0103125,-0.028,0.0035,0.0535,0.793323,positive
Another #FF (Flydown Friday) w/ 9 recruits. Awesome meeting you; have a great day & evening w/ IBM Design,9/6/13 16:41,0.012692308,0,0,0,0,0,-0.095555556,0.02,0.065,0.85859,positive
Talking Turkey great ideaâ€_ working it now! re: update on,9/6/13 18:09,0,0,0,0,0,0,-0.085,0.01,0.063,0.522599,positive
Only if you haven't actually seen the new logo   Marissa Mayer has Top Designers Running Scared:,9/7/13 16:04,0,0,0,0,0,0,-0.160625,-0.01625,0.09,-0.769541,negative
it _should_ be New Coke... But will she pull it? No.,9/7/13 16:09,0,0,0,0.014347826,0,0,-0.133636364,-0.043636364,0.066363636,-0.312097,negative
"This is part six, but it's all a good read  Co.Design  An Oral History Of Apple Design",9/10/13 20:08,0.015,0,0,0.015,0.045454545,0,-0.046111111,-0.024444444,0.043888889,0.422557,positive
Hijinx and fund-raising all at once. Doug Powell shaves for aspiring k-12 designers.,9/13/13 21:14,0,0,0,0,0.047619048,0,-0.010769231,-0.000769231,0.038461538,0.247314,positive
Flydown Friday IBM Design  U Cincinatti; Parsons; US military. Thank you all and it was great visiting w you,9/14/13 0:51,0.012222222,0,0,0,0.037037037,0,-0.164736842,-0.000526316,0.118947368,0.88737,positive
"I agree; & Tim is willing to play a long con, where Steve wanted 'now' Daring Fireball  Most Frwrd-Thinking Apple Yet",9/14/13 1:05,0.06875,0,0,0,0,0,-0.132,-0.005,0.0775,0.740954,positive
Thanks!  Scott Francis  pretty awesome BP3 BPM brown bag lunch session on governance process apps and BPDs. IBMbpm h/t,9/14/13 1:05,0.020625,0,0,0,0,0.0103125,-0.0425,-0.006,0.045,0.841226,positive
A nice post by Scott Francis,9/14/13 12:35,0.033,0,0,0,0,0,0.016666667,0.015,0.03,0.652479,positive
In Wall Street Journal  one of the first projects IBM Design assisted. Small internal project paying big dividends for our clients.,9/16/13 12:08,0,0,0,0,0,0,-0.016190476,0.010952381,0.06,0.432422,positive
A talking relic at the Computer History Museum in San Jose. Keynote at IBMsmartcamp.,9/20/13 4:15,0,0,0,0.011,0,0.022,-0.076923077,-0.007307692,0.065,0,neutral
New Pope has words applicable to our nation as well as the church. (1 of 2),9/21/13 12:20,0,0,0,0,0,0,-0.0275,0.01125,0.061875,0.78774,positive
"""We have to find a new balance otherwise the moral edifice of the church is likely to fall like a house of cards""",9/21/13 12:20,0.024444444,0,0,0.012222222,0,0.024444444,-0.057826087,0.004782609,0.066956522,-0.358565,negative
Great to be home in ATX after 48 hours bi-coastal activities.,9/21/13 18:25,0,0,0,0,0,0,-0.024545455,0.016363636,0.079090909,0.36295,positive
Better late than never. Austin team at yesterday'sIBM Design town hall. 1 of 15 cities ww. Great to see you all!,9/27/13 16:01,0,0,0,0.0132,0.04,0,-0.109047619,-0.015714286,0.077142857,0.851138,positive
Why we're here IBM Design  Kudos   Jon Iwata  Helping sick children globally...IBM and Boston Children's,9/27/13 16:50,0,0,0,0,0,0,-0.09,0.00375,0.095,0,neutral
Another 5 candidates for IBM Design s Winter Designcamp. Thanks for your time on this Flydown Friday!,9/27/13 16:51,0.0132,0,0,0,0,0,-0.074117647,0.021176471,0.087647059,0.746493,positive
Michael Zuliani thanks! For the HH100 love... The first 20 miles are always crazy up there!,9/27/13 16:54,0.035357143,0.011785714,0,0.011785714,0.035714286,0,-0.08125,0.00375,0.090625,0.67358,positive
"Wow. 3 months passed and it's time to celebrateIBM Designers new, permanent assignments. At Laguna Gloria.",9/27/13 21:32,0,0,0,0,0,0,-0.05,0.025625,0.055625,0.444411,positive
The coolest thing you'll see today: comparison of Sci-Fi's greatest starships via Digg,9/28/13 14:18,0,0,0,0.019411765,0,0,-0.075384615,-0.002307692,0.046153846,0.773937,positive
T-30 days until the first floor of the newIBM Design Austin Studio ready for business.,9/29/13 22:20,0,0,0,0.020625,0,0,0.01,-0.021666667,0.028333333,0,neutral
Big fan of Green Flash Brewing and now there's this collaboration w/ St. Feuillien. Drink 'em if you can find 'em.,10/3/13 21:46,0,0,0,0.022758621,0,0,-0.084761905,-0.024761905,0.060952381,0.209633,positive
"And now, Hartmut Esslinger s story:",10/7/13 13:17,0,0,0,0.01375,0,0,0.005,-0.0055,0.035,0,neutral
janelle hill Hi Janelle. Sure you heard about our great new hire Nick Gall  Would love to catch up soon.,10/7/13 20:48,0.035357143,0,0,0,0.035714286,0,-0.166,-0.0145,0.129,0.552041,positive
"A very special eventâ€_   CAAM  Curatorial walk through at CAAM - Saturday, Oct. 5th at 2PM - SOUL STIRRING - Our newest exhibition.",10/9/13 2:36,0.01375,0,0,0,0.041666667,0,-0.0595,0.004,0.06,0.912806,positive
"Well said, Bob: ""We may not have any statesmen left, but we've developed a whole generation of good can kickers."" -",10/14/13 23:01,0,0,0,0,0,0,-0.1495,-0.0405,0.0965,0.69672,positive
Graduation night. This is a very special group of Designers. IBM Designers.IBM Design,10/18/13 2:43,0.012692308,0,0,0,0.038461538,0,-0.022142857,0.005714286,0.043571429,0.55719,positive
A photo of the photo booth. How meta...IBM Design graduation night.,10/18/13 2:45,0,0,0,0.0165,0,0,0.021666667,0.003333333,0.000833333,0.481225,positive
Sorry Arsenio Hall THIS is the real Flydown Friday! Thanks to all 12 Designers who visited us today.IBM Design,10/18/13 17:56,0.011785714,0.011785714,0,0,0.035714286,0,-0.0945,-0.0005,0.074,0.0963594,positive
"Talking Turkey Phil Gilbert, Jr. you 2 should meet up at SAP confâ€_ youâ€™re both been known to drink beer at Public House",10/23/13 21:34,0.01375,0.01375,0,0.01375,0,0,-0.171428571,-0.0325,0.116071429,0,neutral
The continuation of a revered legacy... Unwrapping soon in Austin.IBM Design,10/23/13 22:50,0,0,0,0,0,0,0.034166667,0.03,0.035,0.329891,positive
would love it. Any time after Nov 6!,10/23/13 23:24,0.04125,0,0,0,0,0.020625,-0.175,-0.02,0.11875,0.427985,positive
Great to meet all y'all prospective IBM Designers. Thanks for your time. #TRFF (the Real Flydown Friday),10/25/13 23:55,0.01137931,0,0,0,0.034482759,0,-0.099411765,0.01,0.078235294,0.777915,positive
The Return of the Indian Motorcycle,10/26/13 12:43,0.01137931,0.01137931,0,0,0,0.01137931,-0.094117647,-0.015294118,0.029411765,0,neutral
"Oh jeez. I was having such a good day. RIP Lou.  NYTimes: Lou Reed, Rock â€™nâ€™ Roll Pioneer, Dies at 71",10/27/13 19:34,0.008918919,0,0,0,0,0,-0.044285714,0.002857143,0.027142857,-0.424804,negative
Countdown continues.IBM Design Austin Studio opens Wednesday!,11/1/13 18:02,0,0,0,0,0,0,-0.055,0.0225,0.03,0.636158,positive
"And the march of hiring continues, too. Thanks, candidates, great to meet you. The real Flydown Friday #TRFF",11/1/13 18:05,0.011,0,0,0,0,0,-0.048888889,0.025,0.078888889,0.568437,positive
Or one in mid-August BurningMonk  Talking Turkey  thinking i should run a fitter geek conference called ThinMonk ;-),11/5/13 11:38,0,0,0,0.031428571,0,0.015714286,-0.097647059,-0.056470588,0.057647059,0.511284,positive
And weâ€™re all psyched to have you here!  Kevin Suttle   I'm ... proud to announce that I'm joining IBM Design,11/5/13 23:13,0.024444444,0,0,0.012222222,0.037037037,0,-0.156315789,-0.005263158,0.119473684,0.789911,positive
No good design goes unattended. It ain't Banksy but it's pretty fun.IBM Design,11/5/13 23:40,0.036666667,0,0,0,0,0,-0.137857143,-0.055714286,0.043571429,-0.1744,negative
Life is too short for crappy UX. Thank you Idean and Risto!IBM Design Studio opening.,11/6/13 21:44,0.01375,0.01375,0.0625,0,0,0,-0.065,-0.031875,0.03125,-0.093666,negative
Designing a Smarter Planetâ€_ Studio Director  onIBM Design and the new Austin Design Studio,11/6/13 22:45,0.018333333,0,0,0,0,0,-0.005,0.011428571,0.034285714,0.838814,positive
Austin American-Statesman on theIBM Design Studio opening,11/6/13 22:49,0,0,0,0,0,0,-0.012857143,0.012857143,0.038571429,0.207503,positive
Morten Moeller thanks... You need to come by and see your old office!,11/6/13 22:59,0.015714286,0,0,0.015714286,0,0,-0.165384615,-0.027692308,0.103846154,0.693601,positive
Leslie Jordan ps... You need to come by and see us... You won't recognize your old office! :-),11/6/13 23:00,0,0,0,0.014347826,0,0,-0.205294118,-0.037647059,0.13,0.494921,positive
How IBM andIBM Design are keeping it weird in Austin...,11/6/13 23:15,0,0.023571429,0,0.023571429,0,0,-0.03,-0.041,0.003,0.31399,positive
"Craig Moser thanks, craig! Come by and see what I've done to your old office!",11/7/13 3:47,0.014347826,0,0,0.014347826,0,0,-0.138,-0.022666667,0.083333333,0.638357,positive
thank you... Come see old Lombardi offices if/when you make it back to Austin! 8th floor of 903 looking a bit different today...,11/7/13 4:57,0.011785714,0,0,0.011785714,0,0,-0.130416667,-0.007916667,0.07625,0.48816,positive
Here we go again. Phase 2 begins...IBM Design,11/7/13 14:36,0,0,0,0,0,0,-0.013333333,0.01,0.081111111,0,neutral
The Real Flydown Friday! More amazing candidates for Summer 2014 atIBM Design. Great seeing you all.,11/8/13 21:34,0.011785714,0,0,0.011785714,0.035714286,0,-0.076875,-0.0025,0.063125,0.571326,positive
"ha! No, I guess their colleges just sent them this way. Here's some of our scraggly IBM Designers!!  Impressed?",11/8/13 21:54,0.024444444,0,0,0,0,0.036666667,-0.145263158,-0.016315789,0.13,0.430758,positive
Done!  Ethan Geyer  the new studio needs this posterâ€_  My poster for Heroes of Texas is now available,11/9/13 13:14,0.03,0,0,0,0,0,-0.077777778,0.004444444,0.057777778,0.3026,positive
LOVE this advert.,11/10/13 22:41,0.094285714,0,0,0,0,0,-0.173333333,0,0.223333333,0.614691,positive
"Mark A. Dobbie I loved the song, not the car",11/11/13 16:18,0,0,0,0,0,0,-0.089,-0.001,0.101,0.241952,positive
"From Commanderâ€™s Intent to T-shaped Designer (capital D), Rawn Shah uses the language of IBM Design Thinking!IBM Design",11/13/13 22:58,0,0,0,0.014347826,0,0,0.024210526,-0.001052632,0,0.309414,positive
Watson in the cloud; beautiful APIs; awesome partners. To parrot Philip Schiller  â€œCanâ€™t innovate? My ass!â€ùIBM Design,11/14/13 15:46,0.022,0,0,0,0,0,-0.058888889,-0.018888889,0.052222222,0.235295,positive
Formula One pit walk Thursday! Great to be on the track. #COTA,11/14/13 21:38,0,0,0,0,0,0,-0.033333333,0.0225,0.053333333,0.159433,positive
Even in slo-mo it's damn fast! Practicing pit stops w/ Ferrari #COTA,11/14/13 22:04,0,0.0165,0.083333333,0,0,0.033,-0.056666667,-0.0525,-0.015,-0.337217,negative
This is just 100% cool  Richard Branson  Condoms & godparents - how a complaint letter had a very happy ending,11/15/13 13:12,0.045,0.015,0,0.015,0.045454545,0.015,-0.059444444,-0.03,0.045555556,0.739054,positive
Congrats MapMyFitness folks! Under Armour announced Thursday that it will buy app maker MapMyFitness for $150 million,11/15/13 13:14,0,0,0,0.0132,0,0,-0.055294118,-0.004117647,0.054705882,0.250029,positive
Getting ready for Formula 1 Friday! #COTA,11/15/13 23:50,0.044,0,0,0,0,0,-0.057142857,0.035714286,0.08,0.385923,positive
Phil Gilbert  All you need to know about Formula 1 Friday! in one pic #COTA,11/16/13 14:43,0,0,0,0,0,0,-0.10375,0.01125,0.110625,0,neutral
Here we go! #COTA,11/17/13 19:02,0,0,0,0,0,0,-0.29,0,0.2825,0.371382,positive
Dan Vesset Attend Phil Gilbert session tomorrow morning for more onIBM Design & see,11/19/13 19:10,0,0,0,0.019411765,0,0,-0.048461538,-0.002307692,0.025384615,0.576446,positive
"Marcia Conner  Design is the whole experience, not just the UI. Robert LeBlanc #amen #swgaiIBM Design",11/19/13 19:20,0,0,0,0,0,0,0.006875,-0.005625,0,0.438334,positive
A Bob Dylan Video 47 Years in the Making,11/20/13 0:16,0,0,0,0,0,0,0.023333333,0.03,0.062222222,0.312192,positive
This is a great FAQ on Bitcoin.,11/20/13 1:03,0,0,0,0,0,0,0.008571429,0.025714286,0.064285714,0.710914,positive
"I donâ€™t know about â€˜burden,' but it is a responsibility  Holger Mueller  great [design] DNA of IBM is both a burden and an opportunity #swgai",11/20/13 15:33,0,0.022758621,0,0.022758621,0,0.01137931,-0.0448,-0.0352,0.0072,-0.226948,negative
